Date,Patch,Blue,Red,Winner,Loser,Blue_Bans,Red_Bans,Blue_Picks,Red_Picks,Blue_Roster,Red_Roster,Length,Blue_Gold,Blue_Kills,Blue_Towers,Blue_Dragons,Blue_Barons,Blue_RiftHerald,Red_Gold,Red_Kills,Red_Towers,Red_Dragons,Red_Barons,Red_RiftHerald,Diff_Gold,Diff_Kills,Diff_Towers,Diff_Dragons,Diff_Barons,Diff_RiftHerald,Tournament,Match of the Season
2013-12-07,,compLexity Gaming,Quantic Gaming,blue,,"Rengar, Elise, Shyvana","Sivir, Evelynn, Olaf","Dr. Mundo, Jarvan IV, Orianna, Jinx, Annie","Riven, Lee Sin, Ahri, Lucian, Thresh","MegaZero,Ninjaken,Jintae,Chuuper,MeyeA","Apple,Prime,SuNo,Locodoco,Gunza",37:46,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2014-Spring-Promotion,6
2013-12-07,,To Be Determined,The Walking Zed,red,,"Nasus, Shyvana, Elise","Riven, Kassadin, Sivir","Rengar, Lee Sin, Ziggs, Ezreal, Annie","Renekton, Olaf, Gragas, Lucian,","Westrice,Brokenshard,Arthelon,ROBERTxLEE,Bubbadub","Yazuki,KOR Kez,Bischu,bobbyhankhill,NydusHerMain",38:47,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2014-Spring-Promotion,5
2013-12-06,,COGnitive Gaming,compLexity Gaming,blue,,"Riven, Kassadin, Olaf","Elise, Sivir, Annie","Shyvana, Evelynn, Kayle, Jinx, Janna","Renekton, Vi, Ziggs, Lucian, Thresh","iDream,Captain Ziploc,Zamphira,nothinghere,Zaineking","MegaZero,Ninjaken,Jintae,Chuuper,MeyeA",nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2014-Spring-Promotion,4
2013-12-06,,vVv Gaming,Quantic Gaming,red,,"Riven, Lucian, Elise","Vayne, Kassadin, Evelynn","Shyvana, Jarvan IV, Orianna, Sivir, Leona","Rengar, Olaf, Ahri, Jinx, Annie","Dr Snugglez,PorpoisePops,CheesdBeluga,Tails,Godshu","Apple,Prime,SuNo,Locodoco,Gunza",nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2014-Spring-Promotion,3
2013-12-06,,Quantic Gaming,COGnitive Gaming,blue,,"Lucian, Evelynn, Kassadin","Annie, Riven, Shyvana","Rengar, Nunu, Ahri, Sivir, Fiddlesticks","Elise, Olaf, Ziggs, Jinx, Janna","Apple,Prime,SuNo,Locodoco,Gunza","iDream,Captain Ziploc,Zamphira,nothinghere,Zaineking",28:35,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2014-Spring-Promotion,2
2013-12-06,,compLexity Gaming,To Be Determined,red,,"Kassadin, Lee Sin, Lucian","Sivir, Shyvana, Renekton","Riven, Jarvan IV, Orianna, Jinx, Fiddlesticks","Rengar, Elise, Ziggs, Ezreal, Annie","MegaZero,Ninjaken,Jintae,Chuuper,M eye A","Westrice,Brokenshard,Arthelon,ROBERTxLEE,Bubbadub",31:09,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,,,,,NA-LCS-2014-Spring-Promotion,1
2014-08-03,4.12,Cloud9,Counter Logic Gaming,blue,,"Syndra, Zilean, Lulu","Morgana, Nidalee, Maokai","Gragas, Elise, Yasuo, Kog'Maw, Braum","Irelia, Lee Sin, Lux, Tristana, Thresh","Balls,Meteos,Hai,Sneaky,LemonNation","Nien,Thinkcard,HotshotGG,Chaox,Baby",34:07,64100,16,10,3,1,nan,46400,7,1,1,0,nan,17700,9,9,2,1,,NA-LCS-2014-Summer,112
2014-08-03,4.12,Evil Geniuses,LMQ,blue,,"Yasuo, Gragas, Kog'Maw","Lulu, Braum, Elise","Nidalee, Evelynn, Zed, Tristana, Morgana","Maokai, Lee Sin, Talon, Corki, Thresh","InnoX,Helios,Pobelter,Altec,Krepo","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor",28:21,56400,23,9,1,0,nan,45000,15,3,2,0,nan,11400,8,6,-1,0,,NA-LCS-2014-Summer,111
2014-08-03,4.12,Team Curse,Team SoloMid,blue,,"Syndra, Lee Sin, Elise","Kassadin, Braum, Tristana","Maokai, Evelynn, Yasuo, Kog'Maw, Morgana","Lulu, Jarvan IV, Orianna, Corki, Thresh","Quas,IWDominate,Voyboy,Cop,Xpecial","Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy",32:04,61800,19,8,4,1,nan,45500,5,4,0,0,nan,16300,14,4,4,1,,NA-LCS-2014-Summer,110
2014-08-03,4.12,Team Dignitas,LMQ,red,,"Tristana, Lulu, Kassadin","Ziggs, Maokai, Thresh","Yasuo, Elise, Orianna, Kog'Maw, Braum","Gragas, Lee Sin, Twisted Fate, Corki, Alistar","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor",39:58,58400,11,4,3,0,nan,71800,13,8,3,2,nan,-13400,-2,-4,0,-2,,NA-LCS-2014-Summer,109
2014-08-03,4.12,Evil Geniuses,compLexity Gaming,blue,,"Tristana, Maokai, Ziggs","Lee Sin, Nidalee, Yasuo","Lulu, Elise, Orianna, Kog'Maw, Morgana","Gragas, Evelynn, Syndra, Jinx, Braum","InnoX,Helios,Pobelter,Altec,Krepo","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub",42:08,69500,16,7,4,0,nan,67000,14,5,1,1,nan,2500,2,2,3,-1,,NA-LCS-2014-Summer,108
2014-08-03,4.12,Counter Logic Gaming,compLexity Gaming,red,,"Maokai, Ziggs, Kog'Maw","Syndra, Lulu, Evelynn","Nidalee, Lee Sin, Zilean, Tristana, Thresh","Irelia, Elise, Kassadin, Caitlyn, Braum","Nien,Thinkcard,HotshotGG,Chaox,Baby","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub",59:18,88100,17,7,2,0,nan,107000,22,11,6,4,nan,-18900,-5,-4,-4,-4,,NA-LCS-2014-Summer,107
2014-08-02,4.12,Team Curse,LMQ,blue,,"Lee Sin, Twisted Fate, Syndra","Kassadin, Evelynn, Thresh","Maokai, Nunu, Tristana, Corki, Braum","Gragas, Elise, Lulu, Kog'Maw, Morgana","Quas,IWDominate,Voyboy,Cop,Xpecial","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor",38:35,71200,14,9,4,2,nan,56300,7,2,1,0,nan,14900,7,7,3,2,,NA-LCS-2014-Summer,106
2014-08-02,4.12,Team SoloMid,Team Dignitas,blue,,"Braum, Gragas, Yasuo","Kassadin, Lulu, Tristana","Irelia, Lee Sin, Orianna, Kog'Maw, Nami","Maokai, Elise, Ahri, Ezreal, Thresh","Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD",50:08,85700,20,11,4,1,nan,76100,20,6,3,1,nan,9600,0,5,1,0,,NA-LCS-2014-Summer,105
2014-08-02,4.12,Counter Logic Gaming,Evil Geniuses,red,,"Nidalee, Lee Sin, Rengar","Syndra, Gragas, Yasuo","Dr. Mundo, Evelynn, Lulu, Kog'Maw, Morgana","Maokai, Elise, Ziggs, Tristana, Braum","Nien,Thinkcard,HotshotGG,Chaox,Baby","InnoX,Helios,Pobelter,Altec,Krepo",37:12,55400,12,4,1,0,nan,62100,16,8,3,0,nan,-6700,-4,-4,-2,0,,NA-LCS-2014-Summer,104
2014-08-02,4.12,Team SoloMid,Cloud9,red,,"Braum, Yasuo, Lulu","Kassadin, Lee Sin, Alistar","Gragas, Elise, Ziggs, Tristana, Nami","Nidalee, Evelynn, Syndra, Kog'Maw, Morgana","Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy","Balls,Meteos,Hai,Sneaky,LemonNation",36:32,49600,2,3,0,0,nan,71400,12,10,4,1,nan,-21800,-10,-7,-4,-1,,NA-LCS-2014-Summer,103
2014-08-02,4.12,Team Dignitas,Team Curse,red,,"Evelynn, Kassadin, Lulu","Braum, Lee Sin, Nidalee","Yasuo, Rengar, Ziggs, Tristana, Alistar","Maokai, Elise, Talon, Corki, Thresh","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD","Quas,IWDominate,Voyboy,Cop,Xpecial",41:09,57100,11,0,0,0,nan,80500,24,11,4,2,nan,-23400,-13,-11,-4,-2,,NA-LCS-2014-Summer,102
2014-08-01,4.12,Counter Logic Gaming,Team Dignitas,red,,"Nidalee, Lee Sin, Kog'Maw","Syndra, Tristana, Lulu","Gragas, Evelynn, Zilean, Twitch, Thresh","Maokai, Elise, Orianna, Corki, Braum","Nien,Thinkcard,HotshotGG,Chaox,Baby","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD",42:19,57200,9,4,0,0,nan,76700,18,9,5,2,nan,-19500,-9,-5,-5,-2,,NA-LCS-2014-Summer,101
2014-08-01,4.12,compLexity Gaming,Cloud9,red,,"Yasuo, Kog'Maw, Rengar","Kassadin, Tristana, Ziggs","Maokai, Elise, Orianna, Corki, Morgana","Dr. Mundo, Evelynn, Syndra, Twitch, Braum","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub","Balls,Meteos,Hai,Sneaky,LemonNation",30:53,43300,3,4,2,0,nan,58200,18,9,2,1,nan,-14900,-15,-5,0,-1,,NA-LCS-2014-Summer,100
2014-08-01,4.12,LMQ,Team SoloMid,blue,,"Syndra, Elise, Lee Sin","Kassadin, Braum, Gragas","Lulu, Nunu, Yasuo, Tristana, Nami","Irelia, Rengar, Zilean, Kog'Maw, Alistar","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor","Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy",38:57,71300,15,10,4,2,nan,54800,6,6,1,0,nan,16500,9,4,3,2,,NA-LCS-2014-Summer,99
2014-08-01,4.12,Cloud9,Evil Geniuses,red,,"Lulu, Nidalee, Syndra","Kassadin, Yasuo, Maokai","Gragas, Evelynn, Orianna, Kog'Maw, Morgana","Dr. Mundo, Lee Sin, Twisted Fate, Tristana, Braum","Balls,Meteos,Hai,Sneaky,LemonNation","InnoX,Helios,Pobelter,Altec,Krepo",48:32,71600,8,4,0,1,nan,87200,16,10,5,1,nan,-15600,-8,-6,-5,0,,NA-LCS-2014-Summer,98
2014-08-01,4.12,Team Curse,compLexity Gaming,red,,"Ziggs, Irelia, Evelynn","Kassadin, Tristana, Rengar","Lulu, Nunu, Orianna, Kog'Maw, Morgana","Maokai, Elise, Syndra, Jinx, Braum","Quas,IWDominate,Voyboy,Cop,Xpecial","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub",45:57,63600,12,4,0,0,nan,82200,19,11,5,3,nan,-18600,-7,-7,-5,-3,,NA-LCS-2014-Summer,97
2014-07-27,4.12,Team Dignitas,compLexity Gaming,red,,"Elise, Kog'Maw, Lulu","Braum, Rengar, Lee Sin","Nidalee, Nunu, Kassadin, Jinx, Nami","Irelia, Evelynn, Ziggs, Tristana, Thresh","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub",50:45,75200,8,8,1,0,nan,90600,15,10,5,3,nan,-15400,-7,-2,-4,-3,,NA-LCS-2014-Summer,96
2014-07-27,4.12,Team SoloMid,Counter Logic Gaming,blue,,"Nidalee, Braum, Yasuo","Kassadin, Lulu, Gragas","Irelia, Lee Sin, Syndra, Kog'Maw, Nami","Shyvana, Elise, Xerath, Tristana, Morgana","Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy","Seraph,dexter,Link,Doublelift,aphromoo",31:54,59000,7,11,4,2,nan,43500,1,5,0,0,nan,15500,6,6,4,2,,NA-LCS-2014-Summer,95
2014-07-27,4.12,Cloud9,LMQ,blue,,"Gragas, Lulu, Lee Sin","Kog'Maw, Kassadin, Evelynn","Ryze, Nunu, Yasuo, Tristana, Morgana","Jayce, Elise, Xerath, Ezreal, Braum","Balls,Meteos,Hai,Sneaky,LemonNation","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor",33:30,64800,12,11,2,2,nan,43500,0,3,1,0,nan,21300,12,8,1,2,,NA-LCS-2014-Summer,94
2014-07-27,4.12,Evil Geniuses,Team Curse,blue,,"Yasuo, Kassadin, Tristana","Nidalee, Ziggs, Morgana","Lulu, Elise, Syndra, Kog'Maw, Thresh","Shen, Evelynn, Fizz, Corki, Braum","InnoX,Helios,Pobelter,Altec,Krepo","Quas,IWDominate,Voyboy,Cop,Xpecial",24:30,47300,19,8,2,1,nan,30900,2,1,1,0,nan,16400,17,7,1,1,,NA-LCS-2014-Summer,93
2014-07-26,4.12,Counter Logic Gaming,Team Curse,red,,"Yasuo, Thresh, Gragas","Twitch, Nidalee, Elise","Dr. Mundo, Rengar, Orianna, Jinx, Braum","Lulu, Evelynn, Tristana, Corki, Morgana","Seraph,dexter,Link,Doublelift,aphromoo","Quas,IWDominate,Voyboy,Cop,Xpecial",33:09,44300,3,1,0,0,nan,63900,14,9,4,2,nan,-19600,-11,-8,-4,-2,,NA-LCS-2014-Summer,92
2014-07-26,4.12,Cloud9,Team Dignitas,blue,,"Nidalee, Yasuo, Lee Sin","Kassadin, Lulu, Kog'Maw","Dr. Mundo, Elise, Orianna, Tristana, Braum","Gragas, Rengar, Xerath, Jinx, Thresh","Balls,Meteos,Hai,Sneaky,LemonNation","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD",44:26,74400,6,11,3,2,nan,65100,8,4,3,1,nan,9300,-2,7,0,1,,NA-LCS-2014-Summer,91
2014-07-26,4.12,Team SoloMid,Evil Geniuses,blue,,"Nidalee, Braum, Gragas","Kassadin, Yasuo, Nami","Lulu, Elise, Orianna, Kog'Maw, Morgana","Dr. Mundo, Lee Sin, Syndra, Tristana, Thresh","Dyrus,Amazing,Bjergsen,WildTurtle,Lustboy","InnoX,Helios,Pobelter,Altec,Krepo",32:07,59900,16,11,1,2,nan,43400,5,2,2,0,nan,16500,11,9,-1,2,,NA-LCS-2014-Summer,90
2014-07-26,4.12,LMQ,compLexity Gaming,blue,,"Elise, Ziggs","Kassadin, Lee Sin, Lulu","Gragas, Rengar, Xerath, Kog'Maw, Braum","Nidalee, Evelynn, Orianna, Tristana, Morgana","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub",33:43,62500,15,9,3,1,nan,50800,7,4,1,0,nan,11700,8,5,2,1,,NA-LCS-2014-Summer,89
2014-07-20,4.11,Team Curse,Cloud9,red,,"Twisted Fate, Syndra, Morgana","Rengar, Tristana, Kassadin","Lulu, Evelynn, Yasuo, Jinx, Thresh","Dr. Mundo, Elise, Ryze, Kog'Maw, Braum","Quas,IWDominate,Voyboy,Cop,Xpecial","Balls,Meteos,Hai,Sneaky,LemonNation",44:33,80500,31,7,1,1,nan,80400,24,8,5,1,nan,100,7,-1,-4,0,,NA-LCS-2014-Summer,88
2014-07-20,4.11,LMQ,Counter Logic Gaming,blue,,"Kog'Maw, Elise, Lulu","Kassadin, Nunu, Yasuo","Gragas, Lee Sin, Twisted Fate, Tristana, Thresh","Nidalee, Rengar, Orianna, Jinx, Braum","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor","Seraph,dexter,Link,Doublelift,aphromoo",45:59,86100,25,11,5,2,nan,72100,21,5,0,1,nan,14000,4,6,5,1,,NA-LCS-2014-Summer,87
2014-07-20,4.11,compLexity Gaming,Team SoloMid,red,,"Kog'Maw, Nami, Lulu","Ziggs, Yasuo, Kassadin","Renekton, Elise, Syndra, Tristana, Sona","Irelia, Lee Sin, Xerath, Caitlyn, Morgana","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub","Dyrus,Amazing,Bjergsen,WildTurtle,Gleeb",49:12,70400,3,6,2,0,nan,82200,9,10,4,2,nan,-11800,-6,-4,-2,-2,,NA-LCS-2014-Summer,86
2014-07-20,4.11,Evil Geniuses,Team Dignitas,red,,"Orianna, Yasuo, Ryze","Kassadin, Tristana, Kog'Maw","Irelia, Elise, Ziggs, Jinx, Morgana","Nidalee, Nunu, Xerath, Lucian, Braum","InnoX,Helios,Pobelter,Altec,Krepo","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD",30:13,40600,0,3,0,0,nan,58600,13,11,4,1,nan,-18000,-13,-8,-4,-1,,NA-LCS-2014-Summer,85
2014-07-19,4.11,Cloud9,compLexity Gaming,blue,,"Tristana, Lucian, Yasuo","Kassadin, Kog'Maw, Rengar","Nidalee, Evelynn, Syndra, Jinx, Lulu","Gragas, Elise, Ziggs, Corki, Morgana","Balls,Meteos,Hai,Sneaky,LemonNation","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub",38:45,74600,17,11,5,1,nan,56800,6,4,0,0,nan,17800,11,7,5,1,,NA-LCS-2014-Summer,84
2014-07-19,4.11,Team SoloMid,LMQ,red,,"Nunu, Yasuo, Nidalee","Kassadin, Syndra, Kog'Maw","Lulu, Rengar, Xerath, Tristana, Nami","Gragas, Lee Sin, Twisted Fate, Ezreal, Braum","Dyrus,Amazing,Bjergsen,WildTurtle,Gleeb","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor",33:20,43500,5,3,0,0,nan,66200,16,10,4,2,nan,-22700,-11,-7,-4,-2,,NA-LCS-2014-Summer,83
2014-07-19,4.11,Evil Geniuses,Counter Logic Gaming,blue,,"Orianna, Yasuo, Ryze","Kassadin, Gragas, Tristana","Dr. Mundo, Nunu, Ziggs, Kog'Maw, Morgana","Lulu, Elise, Twisted Fate, Twitch, Braum","InnoX,Helios,Pobelter,Altec,Krepo","Seraph,dexter,Link,Doublelift,aphromoo",27:36,46900,8,8,3,0,nan,39200,5,4,0,0,nan,7700,3,4,3,0,,NA-LCS-2014-Summer,82
2014-07-19,4.11,Team Curse,Team Dignitas,blue,,"Lee Sin, Lucian, Twisted Fate","Kassadin, Yasuo, Rengar","Lulu, Evelynn, Tristana, Jinx, Braum","Nidalee, Elise, Xerath, Kog'Maw, Morgana","Quas,IWDominate,Voyboy,Cop,Xpecial","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD",40:51,66200,9,7,3,1,nan,59100,5,4,2,0,nan,7100,4,3,1,1,,NA-LCS-2014-Summer,81
2014-07-13,4.11,compLexity Gaming,LMQ,red,,"Ryze, Yasuo, Lulu","Ziggs, Tristana, Braum","Renekton, Elise, Kassadin, Corki, Morgana","Gragas, Lee Sin, Orianna, Lucian, Thresh","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor",45:27,76700,11,6,3,1,nan,73300,11,6,3,0,nan,3400,0,0,0,1,,NA-LCS-2014-Summer,80
2014-07-13,4.11,Cloud9,Team SoloMid,red,,"Braum, Kog'Maw, Twisted Fate","Kassadin, Lulu, Rengar","Dr. Mundo, Elise, Yasuo, Lucian, Thresh","Gragas, Lee Sin, Syndra, Tristana, Morgana","Balls,Meteos,Hai,Sneaky,LemonNation","Dyrus,Amazing,Bjergsen,WildTurtle,Gleeb",40:19,62600,5,6,4,0,nan,70800,16,10,1,2,nan,-8200,-11,-4,3,-2,,NA-LCS-2014-Summer,79
2014-07-13,4.11,Team Dignitas,Counter Logic Gaming,red,,"Braum, Lulu, Yasuo","Kassadin, Syndra, Ziggs","Jax, Lee Sin, Twisted Fate, Lucian, Thresh","Shyvana, Elise, Orianna, Kog'Maw, Morgana","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD","Seraph,dexter,Link,Doublelift,aphromoo",28:46,42000,5,5,1,0,nan,54200,11,11,3,1,nan,-12200,-6,-6,-2,-1,,NA-LCS-2014-Summer,78
2014-07-13,4.11,Team Curse,Evil Geniuses,red,,"Twisted Fate, Morgana, Lee Sin","Kassadin, Yasuo, Thresh","Lulu, Nunu, Orianna, Kog'Maw, Nami","Dr. Mundo, Rengar, Syndra, Tristana, Braum","Quas,IWDominate,Voyboy,Cop,Xpecial","InnoX,Helios,Pobelter,Altec,Krepo",51:48,73700,12,5,1,0,nan,92800,16,10,5,3,nan,-19100,-4,-5,-4,-3,,NA-LCS-2014-Summer,77
2014-07-12,4.11,LMQ,Team Dignitas,blue,,"Ziggs, Kog'Maw, Jax","Kassadin, Twisted Fate, Lulu","Gragas, Lee Sin, Ryze, Tristana, Braum","Yasuo, Elise, Syndra, Lucian, Thresh","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD",25:51,51700,21,9,2,1,nan,33600,5,1,1,0,nan,18100,16,8,1,1,,NA-LCS-2014-Summer,76
2014-07-12,4.11,Counter Logic Gaming,Team SoloMid,blue,,"Renekton, Kog'Maw, Syndra","Lulu, Braum, Kassadin","Ryze, Elise, Yasuo, Lucian, Morgana","Gragas, Evelynn, Twisted Fate, Tristana, Nami","Seraph,dexter,Link,Doublelift,aphromoo","Dyrus,Amazing,Bjergsen,WildTurtle,Gleeb",40:06,71400,17,11,2,1,nan,66500,11,4,2,2,nan,4900,6,7,0,-1,,NA-LCS-2014-Summer,75
2014-07-12,4.11,Evil Geniuses,Cloud9,red,,"Lulu, Evelynn, Elise","Kassadin, Kog'Maw, Gragas","Dr. Mundo, Lee Sin, Orianna, Tristana, Braum","Ryze, Nunu, Yasuo, Lucian, Thresh","InnoX,Helios,Pobelter,Altec,Krepo","Balls,Meteos,Hai,Sneaky,LemonNation",33:36,44900,3,2,0,0,nan,64900,14,9,4,2,nan,-20000,-11,-7,-4,-2,,NA-LCS-2014-Summer,74
2014-07-12,4.11,compLexity Gaming,Team Curse,blue,,"Thresh, Yasuo, Evelynn","Kassadin, Lulu, Tristana","Renekton, Elise, Ziggs, Lucian, Morgana","Gragas, Rengar, Orianna, Kog'Maw, Braum","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub","Quas,IWDominate,Voyboy,Cop,Xpecial",80:37,129500,11,11,7,3,nan,120400,19,8,1,1,nan,9100,-8,3,6,2,,NA-LCS-2014-Summer,73
2014-07-06,4.10,Team Dignitas,Cloud9,red,,"Evelynn, Twisted Fate, Elise","Kassadin, Jax, Lee Sin","Kayle, Vi, Ziggs, Jinx, Braum","Lulu, Nunu, Orianna, Kog'Maw, Nami","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD","Balls,Meteos,Hai,Sneaky,LemonNation",40:05,58700,13,3,1,0,nan,73300,15,9,4,1,nan,-14600,-2,-6,-3,-1,,NA-LCS-2014-Summer,72
2014-07-06,4.10,Team SoloMid,compLexity Gaming,blue,,"Tristana, Braum, Kayle","Lee Sin, Evelynn, Elise","Gragas, Jarvan IV, Kassadin, Caitlyn, Nami","Lulu, Vi, Ryze, Lucian, Thresh","Dyrus,Amazing,Bjergsen,WildTurtle,Gleeb","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub",27:44,52400,10,9,2,1,nan,35400,1,0,0,0,nan,17000,9,9,2,1,,NA-LCS-2014-Summer,71
2014-07-06,4.10,LMQ,Evil Geniuses,blue,,"Braum, Kog'Maw, Ziggs","Kassadin, Lee Sin, Yasuo","Lulu, Elise, Syndra, Tristana, Thresh","Kayle, Evelynn, Ryze, Jinx, Nami","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor","InnoX,Helios,Pobelter,Altec,Krepo",44:06,79100,19,11,5,1,nan,68700,13,5,1,1,nan,10400,6,6,4,0,,NA-LCS-2014-Summer,70
2014-07-06,4.10,compLexity Gaming,Team Dignitas,blue,,"Jax, Twisted Fate, Lulu","Kassadin, Yasuo, Ziggs","Kayle, Elise, Orianna, Tristana, Nami","Irelia, Lee Sin, Syndra, Lucian, Braum","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD",52:01,78500,9,8,1,0,nan,87500,10,7,5,4,nan,-9000,-1,1,-4,-4,,NA-LCS-2014-Summer,69
2014-07-06,4.10,Team Curse,Counter Logic Gaming,blue,,"Twisted Fate, Twitch, Braum","Jax, Kassadin, Yasuo","Lulu, Elise, Orianna, Jinx, Thresh","Kayle, Jarvan IV, Ziggs, Kog'Maw, Nami","Quas,IWDominate,Voyboy,Cop,Xpecial","Seraph,dexter,Link,Doublelift,aphromoo",38:37,70600,16,9,4,1,nan,60400,10,4,1,0,nan,10200,6,5,3,1,,NA-LCS-2014-Summer,68
2014-07-06,4.10,Counter Logic Gaming,LMQ,red,,"Syndra, Yasuo, Kayle","Braum, Kassadin, Kog'Maw","Shyvana, Elise, Lulu, Twitch, Thresh","Renekton, Lee Sin, Twisted Fate, Tristana, Nami","Seraph,dexter,Link,Doublelift,aphromoo","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor",35:33,49100,9,3,0,0,nan,70000,20,10,5,1,nan,-20900,-11,-7,-5,-1,,NA-LCS-2014-Summer,67
2014-07-06,4.10,Cloud9,Team Curse,red,,"Yasuo, Braum, Lulu","Kassadin, Twisted Fate, Kayle","Renekton, Lee Sin, Orianna, Kog'Maw, Nami","Jax, Elise, Ziggs, Corki, Leona","Balls,Meteos,Hai,Sneaky,LemonNation","Quas,IWDominate,Voyboy,Cop,Xpecial",53:52,75000,2,4,1,0,nan,96600,4,11,5,4,nan,-21600,-2,-7,-4,-4,,NA-LCS-2014-Summer,66
2014-07-05,4.10,Evil Geniuses,Team SoloMid,red,,"Lulu, Yasuo, Jax","Kassadin, Lee Sin, Kayle","Gragas, Evelynn, Twisted Fate, Kog'Maw, Morgana","Renekton, Elise, Syndra, Jinx, Braum","InnoX,Helios,Pobelter,Altec,Krepo","Dyrus,Amazing,Bjergsen,WildTurtle,Gleeb",37:30,54300,2,3,0,0,nan,73300,20,10,5,1,nan,-19000,-18,-7,-5,-1,,NA-LCS-2014-Summer,65
2014-07-05,4.10,LMQ,Team Curse,red,,"Braum, Elise, Syndra","Kassadin, Kayle, Lulu","Renekton, Lee Sin, Yasuo, Corki, Nami","Gragas, Evelynn, Ryze, Kog'Maw, Thresh","ackerman,NoName,XiaoWeiXiao,Vasilii,Mor","Quas,IWDominate,Voyboy,Cop,Xpecial",36:43,62700,16,3,3,1,nan,68600,24,8,2,1,nan,-5900,-8,-5,1,0,,NA-LCS-2014-Summer,64
2014-07-05,4.10,compLexity Gaming,Evil Geniuses,blue,,"Kog'Maw, Ryze, Twisted Fate","Kassadin, Ziggs, Kayle","Lulu, Elise, Yasuo, Tristana, Nami","Jax, Lee Sin, Syndra, Twitch, Braum","Westrice,Kez,pr0lly,ROBERTxLEE,Bubbadub","InnoX,Helios,Pobelter,Altec,Krepo",65:30,106500,22,10,2,1,nan,108800,23,8,5,2,nan,-2300,-1,2,-3,-1,,NA-LCS-2014-Summer,63
2014-07-05,4.10,Team Dignitas,Team SoloMid,blue,,"Evelynn, Yasuo, Elise","Kayle, Lee Sin, Kassadin","Lulu, Vi, Twisted Fate, Kog'Maw, Braum","Jax, Jarvan IV, Ziggs, Lucian, Nami","ZionSpartan,Crumbzz,Shiphtur,Imaqtpie,KiWiKiD","Dyrus,Amazing,Bjergsen,WildTurtle,Gleeb",44:26,83700,13,11,4,3,nan,66500,6,3,2,0,nan,17200,7,8,2,3,,NA-LCS-2014-Summer,62
